SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,Pre-kindergarten Teachers,184.93,Category Set A,Reported
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,School Administrative Support Staff,1118.69,Category Set A,Reported
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,School Counselors,38.90,Category Set A,Reported
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,School Psychologists,85.86,Category Set A,Reported
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,School Staff,5429.54,Derived - Major Staffing Category,Derived
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,School administrators,669.65,Category Set A,Reported
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,Secondary School Counselors,193.58,Category Set A,Reported
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,Secondary Teachers,3576.62,Category Set A,Reported
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,Student Support Services Staff (w/o Psychology),616.68,Category Set A,Reported
2019-2020,02,ALASKA,AK,Alaska Department of Education and Early Development,01,Teachers,7483.72,Derived - Major Staffing Category,Derived
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,All Other Support Staff,12980.50,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Elementary School Counselors,950.49,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Elementary Teachers,16715.68,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Guidance Counselors,1756.72,Derived - Major Staffing Category,Derived
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,52.69,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Kindergarten Teachers,4558.68,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,LEA Administrative Support Staff,2093.86,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,LEA Administrators,1115.16,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,LEA Staff,3261.71,Derived - Major Staffing Category,Derived
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Librarians/media specialists,1305.29,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Library/Media Support Staff,178.36,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Missing,,Category Set A,Not reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,No Category Codes,76456.41,Education Unit Total,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Other Staff,12980.50,Derived - Major Staffing Category,Derived
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Paraprofessionals/Instructional Aides,6739.55,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Pre-kindergarten Teachers,1136.01,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,School Administrative Support Staff,2215.60,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,School Counselors,157.66,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,School Psychologists,2.00,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,School Staff,16435.75,Derived - Major Staffing Category,Derived
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,School administrators,3993.35,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Secondary School Counselors,648.57,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Secondary Teachers,19611.36,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Student Support Services Staff (w/o Psychology),2001.60,Category Set A,Reported
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Teachers,42021.73,Derived - Major Staffing Category,Derived
2019-2020,01,ALABAMA,AL,Alabama State Department of Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,All Other Support Staff,10105.77,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Elementary School Counselors,593.29,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Elementary Teachers,13940.92,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Guidance Counselors,1351.33,Derived - Major Staffing Category,Derived
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,1171.61,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,2233.38,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,2605.14,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,LEA Administrators,655.86,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,LEA Staff,4432.61,Derived - Major Staffing Category,Derived
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Librarians/media specialists,923.81,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,172.35,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,No Category Codes,77034.38,Education Unit Total,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Other Staff,10105.77,Derived - Major Staffing Category,Derived
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,9111.10,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,713.54,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,3057.82,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Post-submission edit
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,School Psychologists,98.05,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,School Staff,22515.19,Derived - Major Staffing Category,Derived
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,School administrators,1946.36,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Secondary School Counselors,758.04,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Secondary Teachers,18816.35,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Student Support Services Staff (w/o Psychology),7205.70,Category Set A,Reported
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Teachers,38629.48,Derived - Major Staffing Category,Derived
2019-2020,05,ARKANSAS,AR,ARKANSAS DEPARTMENT OF EDUCATION,01,Ungraded Teachers,2925.29,Category Set A,Reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,All Other Support Staff,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Elementary School Counselors,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Elementary Teachers,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Guidance Counselors,0.00,Derived - Major Staffing Category,Derived
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Instructional Coordinators and Supervisors to the Staff,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Kindergarten Teachers,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,LEA Administrative Support Staff,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,LEA Administrators,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,LEA Staff,0.00,Derived - Major Staffing Category,Derived
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Librarians/media specialists,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Library/Media Support Staff,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Missing,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,No Category Codes,,Education Unit Total,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Other Staff,0.00,Derived - Major Staffing Category,Derived
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Paraprofessionals/Instructional Aides,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Pre-kindergarten Teachers,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,School Administrative Support Staff,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,School Counselors,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,School Psychologists,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,School Staff,0.00,Derived - Major Staffing Category,Derived
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,School administrators,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Secondary School Counselors,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Secondary Teachers,,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Student Support Services Staff (w/o Psychology),,Category Set A,Not reported
2019-2020,60,AMERICAN SAMOA,AS,American Samoa Department of Education,01,Teachers,0.00,Derived - Major Staffing Category,Derived
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,All Other Support Staff,14379.10,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Elementary School Counselors,538.77,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Elementary Teachers,30702.04,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Guidance Counselors,1359.49,Derived - Major Staffing Category,Derived
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Instructional Coordinators and Supervisors to the Staff,623.98,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Kindergarten Teachers,2554.39,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,LEA Administrative Support Staff,4098.74,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,LEA Administrators,1483.64,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,LEA Staff,6206.36,Derived - Major Staffing Category,Derived
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Librarians/media specialists,419.34,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Library/Media Support Staff,60.20,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Missing,,Category Set A,Not reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,No Category Codes,106835.3,Education Unit Total,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Other Staff,14379.10,Derived - Major Staffing Category,Derived
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Paraprofessionals/Instructional Aides,16766.78,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Pre-kindergarten Teachers,408.67,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,School Administrative Support Staff,3875.84,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,School Psychologists,878.08,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,School Staff,35978.58,Derived - Major Staffing Category,Derived
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,School administrators,2545.73,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Secondary School Counselors,820.72,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Secondary Teachers,15246.68,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Student Support Services Staff (w/o Psychology),11432.61,Category Set A,Reported
2019-2020,04,ARIZONA,AZ,Arizona Department of Education,01,Teachers,48911.78,Derived - Major Staffing Category,Derived
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,All Other Support Staff,3235.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Elementary School Counselors,296.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Elementary Teachers,3750.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Guidance Counselors,331.00,Derived - Major Staffing Category,Derived
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Instructional Coordinators and Supervisors to the Staff,57.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Kindergarten Teachers,121.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,LEA Administrative Support Staff,34.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,LEA Administrators,23.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,LEA Staff,114.00,Derived - Major Staffing Category,Derived
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Librarians/media specialists,46.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Library/Media Support Staff,31.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Missing,,Category Set A,Not reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,No Category Codes,12142.00,Education Unit Total,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Other Staff,3235.00,Derived - Major Staffing Category,Derived
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Paraprofessionals/Instructional Aides,978.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Pre-kindergarten Teachers,71.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,School Administrative Support Staff,1035.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,School Counselors,35.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,School Psychologists,53.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,School Staff,3199.00,Derived - Major Staffing Category,Derived
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,School administrators,387.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Secondary School Counselors,,Category Set A,Not reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Secondary Teachers,1205.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Student Support Services Staff (w/o Psychology),669.00,Category Set A,Reported
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Teachers,5263.00,Derived - Major Staffing Category,Derived
2019-2020,59,BUREAU OF INDIAN EDUCATION,BI,Bureau of Indian Education,01,Ungraded Teachers,116.00,Category Set A,Reported
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,All Other Support Staff,117610.0,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Elementary School Counselors,3220.59,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Elementary Teachers,152531.1,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Guidance Counselors,10254.16,Derived - Major Staffing Category,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Instructional Coordinators and Supervisors to the Staff,25130.33,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Kindergarten Teachers,23121.83,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,LEA Administrative Support Staff,21834.79,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,LEA Administrators,4040.57,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,LEA Staff,51005.69,Derived - Major Staffing Category,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Librarians/media specialists,87.00,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Library/Media Support Staff,,Category Set A,Not reported
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Missing,,Category Set A,Not reported
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,No Category Codes,613096.0,Education Unit Total,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Other Staff,117610.0,Derived - Major Staffing Category,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Paraprofessionals/Instructional Aides,87747.71,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Pre-kindergarten Teachers,5085.65,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,School Administrative Support Staff,35273.01,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,School Counselors,2215.46,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,School Psychologists,,Category Set A,Not reported
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,School Staff,141157.8,Derived - Major Staffing Category,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,School administrators,18050.10,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Secondary School Counselors,4818.11,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Secondary Teachers,87079.49,Category Set A,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Student Support Services Staff (w/o Psychology),,Category Set A,Not reported
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Teachers,271805.2,Derived - Major Staffing Category,Imputation
2019-2020,06,CALIFORNIA,CA,California Department of Education,01,Ungraded Teachers,3987.17,Category Set A,Imputation
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,All Other Support Staff,13966.52,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Elementary School Counselors,653.29,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Elementary Teachers,24844.92,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Guidance Counselors,3097.74,Derived - Major Staffing Category,Derived
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Instructional Coordinators and Supervisors to the Staff,3722.84,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Kindergarten Teachers,3989.14,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,LEA Administrative Support Staff,4756.64,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,LEA Administrators,1338.78,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,LEA Staff,9818.26,Derived - Major Staffing Category,Derived
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Librarians/media specialists,511.99,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Library/Media Support Staff,693.87,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Missing,,Category Set A,Not reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,No Category Codes,117692.1,Education Unit Total,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Other Staff,13966.52,Derived - Major Staffing Category,Derived
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Paraprofessionals/Instructional Aides,18254.62,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Pre-kindergarten Teachers,1344.01,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,School Administrative Support Staff,5366.45,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,School Counselors,408.23,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,School Psychologists,912.67,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,School Staff,36908.62,Derived - Major Staffing Category,Derived
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,School administrators,3797.59,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Secondary School Counselors,2036.22,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Secondary Teachers,23722.90,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Student Support Services Staff (w/o Psychology),7371.43,Category Set A,Reported
2019-2020,08,COLORADO,CO,Colorado Department of Education,01,Teachers,53900.97,Derived - Major Staffing Category,Derived
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,All Other Support Staff,17918.33,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Elementary School Counselors,556.52,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Elementary Teachers,23960.28,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Guidance Counselors,1448.77,Derived - Major Staffing Category,Derived
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2747.93,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Kindergarten Teachers,1813.53,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,LEA Administrative Support Staff,1575.00,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,LEA Administrators,2097.84,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,LEA Staff,6420.77,Derived - Major Staffing Category,Derived
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Librarians/media specialists,729.65,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Library/Media Support Staff,471.52,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Missing,,Category Set A,Not reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,No Category Codes,96886.09,Education Unit Total,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Other Staff,17918.33,Derived - Major Staffing Category,Derived
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Paraprofessionals/Instructional Aides,16879.26,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Pre-kindergarten Teachers,1022.35,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,School Administrative Support Staff,2899.80,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,School Psychologists,1030.56,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,School Staff,28712.37,Derived - Major Staffing Category,Derived
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,School administrators,2258.99,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Secondary School Counselors,892.25,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Secondary Teachers,15363.44,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Student Support Services Staff (w/o Psychology),4442.59,Category Set A,Reported
2019-2020,09,CONNECTICUT,CT,Connecticut State Department of Education,01,Teachers,42385.85,Derived - Major Staffing Category,Derived
